date,rank,track_name,artist,streams,album_name,track_uri,weeks_on_chart,peak_rank,previous_rank,album_cover_url
2024-01-04,1,greedy,Tate McRae,33855816,greedy,spotify:track:3rUGC1vUpkDG9CZFHMur1t,16,1,14,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2024-01-04,2,La Diabla,Xavi,30894083,La Diabla,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,4,2,17,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
2024-01-04,3,Lovin On Me,Jack Harlow,30778444,Lovin On Me,spotify:track:4xhsWYTOGcal8zt0J161CU,8,3,19,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
2024-01-04,4,Cruel Summer,Taylor Swift,30224692,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,48,2,20,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-01-04,5,My Love Mine All Mine,Mitski,26430016,The Land Is Inhospitable and So Are We,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,15,3,18,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-01-04,6,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",25102523,The Idol Episode 4 (Music from the HBO Original Series),spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,13,6,28,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-01-04,7,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",24932897,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,25,1,31,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-01-04,8,Paint The Town Red,Doja Cat,23007926,Paint The Town Red,spotify:track:56y1jOTK0XSvJzVv9vHQBK,22,1,37,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
2024-01-04,9,La Víctima,Xavi,22586881,NEXT,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,6,9,40,https://i.scdn.co/image/ab67616d0000b273de88a62b44d6c0b2dda333a3
2024-01-04,10,BELLAKEO,"Peso Pluma, Anitta",21934979,BELLAKEO,spotify:track:05WVKTdZhlIMX4qqMLuo0f,4,10,35,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
2024-01-04,11,Stick Season,Noah Kahan,20766879,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,13,11,47,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-01-04,12,Water,Tyla,20253784,Water,spotify:track:5aIVCx5tnk0ntmdiinnYvw,15,12,53,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
2024-01-04,13,Strangers,Kenya Grace,19944265,Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,18,4,45,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-01-04,14,PERRO NEGRO,"Bad Bunny, Feid",19940949,nadie sabe lo que va a pasar mañana,spotify:track:7iQXYTyuG13aoeHxGG28Nh,12,4,39,https://i.scdn.co/image/ab67616d0000b2732ea1f035463d11e1fc3b193d
2024-01-04,15,QLONA,"KAROL G, Peso Pluma",19637213,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:5RqSsdzTNPX1uzkmlHCFvK,21,5,36,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2024-01-04,16,Standing Next to You,Jung Kook,19208564,GOLDEN,spotify:track:2KslE17cAJNHTsI2MI0jb2,9,1,49,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-01-04,17,I Wanna Be Yours,Arctic Monkeys,19178677,AM,spotify:track:5XeFesFbtLpXzIVDNQP22n,78,15,41,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-01-04,18,LUNA,"Feid, ATL Jacob",18756356,FERXXOCALIPSIS,spotify:track:7bywjHOc0wSjGGbj04XbVi,4,18,42,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-01-04,19,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",18213631,Que Onda,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,18,16,43,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
2024-01-04,20,HARLEY QUINN,"Fuerza Regida, Marshmello",17844095,Pa las Baby's Y Belikeada,spotify:track:6CvTEtGagmzQvkUzzyKR9k,10,11,46,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
2024-01-04,21,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",17771360,Popular (Music from the HBO Original Series),spotify:track:6WzRpISELf3YglGAh7TXcG,31,16,68,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
2024-01-04,22,Si No Estás,iñigo quintero,17466144,Si No Estás,spotify:track:2HafqoJbgXdtjwCOvNEF14,15,1,44,https://i.scdn.co/image/ab67616d0000b273c0a5c14b34a02f242af03359
2024-01-04,23,vampire,Olivia Rodrigo,17456781,GUTS,spotify:track:1kuGVB7EU95pJObxwvfwKS,27,1,62,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2024-01-04,24,Agora Hills,Doja Cat,17162746,Scarlet,spotify:track:5PyDJG7SQRgWXefgexqIge,15,16,56,https://i.scdn.co/image/ab67616d0000b27394203dd82d27b494c777d07c
2024-01-04,25,As It Was,Harry Styles,16955059,Harry's House,spotify:track:4Dvkj6JhhA12EX05fT7y2e,92,1,77,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-01-04,26,Starboy,"The Weeknd, Daft Punk",16863102,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,170,1,57,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-01-04,27,Kill Bill,SZA,15913839,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,56,1,73,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-01-04,28,Dance The Night - From Barbie The Album,Dua Lipa,15681385,Dance The Night (From Barbie The Album),spotify:track:1vYXt7VSjH9JIM5oRRo7vA,32,5,111,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2024-01-04,29,Daylight,David Kushner,15455473,The Dichotomy,spotify:track:1odExI7RdWc4BT515LTAwj,38,5,69,https://i.scdn.co/image/ab67616d0000b273d010d5f2882bad368ee24403
2024-01-04,30,Flowers,Miley Cyrus,15413331,Endless Summer Vacation,spotify:track:7DSAEUvxU8FajXtRloy8M0,51,1,94,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2024-01-04,31,Según Quién,"Maluma, Carin Leon",15371497,Don Juan,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,16,17,61,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2024-01-04,32,Prada,"cassö, RAYE, D-Block Europe",15135602,Prada,spotify:track:59NraMJsLaMCVtwXTSia8i,20,17,107,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
2024-01-04,33,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,14529772,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,25,3,85,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
2024-01-04,34,MONACO,Bad Bunny,14488258,nadie sabe lo que va a pasar mañana,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,12,1,74,https://i.scdn.co/image/ab67616d0000b2732ea1f035463d11e1fc3b193d
2024-01-04,35,Houdini - Dua Lipa,Dua Lipa,14430948,Radical Optimism,spotify:track:4OMJGnvZfDvsePyCwRGO7X,8,6,102,https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1
2024-01-04,36,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",14333722,The Forever Story (Extended Version),spotify:track:1udwFobQ1JoOdWPQrp2b6u,7,36,76,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092
2024-01-04,37,Blinding Lights,The Weeknd,14285189,After Hours,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,214,1,103,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
2024-01-04,38,ROMPE LA DOMPE,"Peso Pluma, Junior H, Oscar Maydon",14120134,ROMPE LA DOMPE,spotify:track:2OWv3lRR8PtOVuHWzQNRs2,1,38,-1,https://i.scdn.co/image/ab67616d0000b273a7a330bed7c3b2217e3be9a8
2024-01-04,39,LALA,Myke Towers,13999105,LA VIDA ES UNA,spotify:track:7ABLbnD53cQK00mhcaOUVG,27,1,78,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2024-01-04,40,I'm Good (Blue),"David Guetta, Bebe Rexha",13957010,I'm Good (Blue),spotify:track:4uUG5RXrOk84mYEfFvj3cK,71,2,127,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
2024-01-04,41,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",13913315,Zach Bryan,spotify:track:4KULAymBBJcPRpk1yO4dOG,19,20,106,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-01-04,42,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",13730828,3D : The Remixes,spotify:track:01qFKNWq73UfEslI0GvumE,14,3,82,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
2024-01-04,43,LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",13657300,GÉNESIS,spotify:track:7mXuWTczZNxG5EDcjFEuJR,28,9,79,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
2024-01-04,44,The Night We Met,Lord Huron,13634229,Strange Trails,spotify:track:3hRV0jL3vUpRrcy398teAU,63,36,89,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
2024-01-04,45,Snooze,SZA,13570396,SOS,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,54,32,98,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-01-04,46,Die For You,The Weeknd,13545527,Starboy,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,99,12,91,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2024-01-04,47,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",13297023,El Comienzo,spotify:track:0O3U5iwTbiXCREMkvotJuN,22,47,88,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
2024-01-04,48,Love Me Again,V,13262472,Layover,spotify:track:2N0SPREDYqILVEFSsWF5N5,21,11,95,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
2024-01-04,49,fukumean,Gunna,13097971,a Gift & a Curse,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,29,9,100,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
2024-01-04,50,Calm Down (with Selena Gomez),"Rema, Selena Gomez",13000560,Calm Down (with Selena Gomez),spotify:track:1s7oOCT8vauUh01PbJD6ps,71,9,136,https://i.scdn.co/image/ab67616d0000b273a3a7f38ea2033aa501afd4cf
2024-01-04,51,Sweater Weather,The Neighbourhood,12929770,I Love You.,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,175,19,101,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
2024-01-04,52,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,12524320,1989 (Taylor's Version),spotify:track:1Iq8oo9XkmmvCQiGOfORiz,10,1,109,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
2024-01-04,53,Columbia,Quevedo,12505037,Columbia,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,26,7,96,https://i.scdn.co/image/ab67616d0000b2730483b3a4d787ce510915fe3b
2024-01-04,54,DEJA VU,"Luan Santana, Ana Castela",12425847,DEJA VU,spotify:track:2IDf0IZ9dfw0uDYV2n1bJc,2,54,140,https://i.scdn.co/image/ab67616d0000b273e035c09f33e2a896edef4bdb
2024-01-04,55,Another Love,Tom Odell,12178758,Long Way Down (Deluxe),spotify:track:7jtQIBanIiJOMS6RyCx6jZ,143,15,104,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2024-01-04,56,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",12156236,ANIMAL,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,4,49,83,https://i.scdn.co/image/ab67616d0000b2735f3ede47954a93aa03efe5f9
2024-01-04,57,Lose Control,Teddy Swims,12056485,I've Tried Everything But Therapy (Part 1),spotify:track:17phhZDn6oGtzMe56NuWvj,8,57,129,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
2024-01-04,58,Like Crazy,Jimin,11892787,FACE,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,41,15,92,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
2024-01-04,59,Primera Cita,Carin Leon,11844810,Colmillo De Leche,spotify:track:25OeKzcqakFPaJlXHPE5lm,27,21,105,https://i.scdn.co/image/ab67616d0000b273daf12ebec7ae15f8322e1e5e
2024-01-04,60,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",11829446,Flower Boy,spotify:track:7KA4W4McWYRpgf0fWsJZWB,45,16,117,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
2024-01-04,61,Anti-Hero,Taylor Swift,11788898,Midnights,spotify:track:0V3wPSX9ygBnCm8psDIegu,63,1,125,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
2024-01-04,62,un x100to,"Grupo Frontera, Bad Bunny",11686720,El Comienzo,spotify:track:2yzshFeBIwH8tWIqHEFLeD,38,1,126,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
2024-01-04,63,IDGAF (feat. Yeat),"Drake, Yeat",11681564,For All The Dogs,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,13,5,110,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2024-01-04,64,wherever u r (ft. V of BTS),"UMI, V",11657979,wherever u r (ft. V of BTS),spotify:track:0cGpKQ8RxxLOFqhktEURIj,1,64,-1,https://i.scdn.co/image/ab67616d0000b27305deca28887ce8d13bdde7ca
2024-01-04,65,Riptide,Vance Joy,11634309,Dream Your Life Away,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,151,65,198,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
2024-01-04,66,FTCU,Nicki Minaj,11513908,Pink Friday 2,spotify:track:1a73gcEg6h6Re6hHXoVltJ,3,66,112,https://i.scdn.co/image/ab67616d0000b273651e1dbc0b5218f2306181a1
2024-01-04,67,Feather,Sabrina Carpenter,11491130,emails i can’t send fwd:,spotify:track:2Zo1PcszsT9WQ0ANntJbID,5,67,165,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827
2024-01-04,68,Lover,Taylor Swift,11407664,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,48,2,123,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-01-04,69,We Found Love,"Rihanna, Calvin Harris",11404507,Talk That Talk,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,44,59,-1,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46
2024-01-04,70,exes,Tate McRae,11281672,THINK LATER,spotify:track:4E63weMCaNZuGPEFMnuEi8,7,26,130,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49
2024-01-04,71,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Lauana Prado,10974282,Raiz Goiânia (Ao Vivo),spotify:track:2sYFUcurlISdHlAsnYCEgD,2,71,115,https://i.scdn.co/image/ab67616d0000b273a1e1725dc2508f171c909773
2024-01-04,72,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",10939033,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),spotify:track:0RiRZpuVRbi7oqRdSMwhQY,265,1,133,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f
2024-01-04,73,Ella Baila Sola,"Eslabon Armado, Peso Pluma",10920625,Ella Baila Sola,spotify:track:3qQbCzHBycnDpGskqOWY0E,42,1,118,https://i.scdn.co/image/ab67616d0000b2732071a0c79802d9375a53bfef
2024-01-04,74,I Ain't Worried,OneRepublic,10892576,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",spotify:track:4fYte8ZvTK14NEhAOZocBi,83,7,175,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
2024-01-04,75,Viva La Vida,Coldplay,10771297,Viva La Vida or Death and All His Friends,spotify:track:1mea3bSkSGXuIRvnydlB5b,71,57,163,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
2024-01-04,76,Yellow,Coldplay,10768755,Parachutes,spotify:track:3AJwUDP919kvQ9QcozQPxg,159,50,134,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a
2024-01-04,77,I KNOW ?,Travis Scott,10623166,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,23,14,147,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-01-04,78,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",10572731,HEROES & VILLAINS,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,57,2,131,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89
2024-01-04,79,Closer Than This,Jimin,10548831,MUSE,spotify:track:3k6q0O9JnO2GhvD6C8fs20,2,65,65,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
2024-01-04,80,Poco A Poco,"Xavi, Los Dareyes De La Sierra",10501435,NEXT,spotify:track:4loIMejzvt11s97SGVEat8,2,80,161,https://i.scdn.co/image/ab67616d0000b273de88a62b44d6c0b2dda333a3
2024-01-04,81,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",10453197,For All The Dogs,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,12,28,181,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2024-01-04,82,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,10426372,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),spotify:track:17cia5k4BpGVlyEfqrFH50,9,35,145,https://i.scdn.co/image/ab67616d0000b27322ad9f1afdbeeceaf0c91686
2024-01-04,83,La Bachata,Manuel Turizo,10402796,2000,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,79,4,152,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
2024-01-04,84,CLASSY 101,"Feid, Young Miko",10358093,FERXXOCALIPSIS,spotify:track:1hZsWUnLbqRw09jLAMQSsb,40,8,142,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-01-04,85,Someone You Loved,Lewis Capaldi,10349529,Divinely Uninspired To A Hellish Extent,spotify:track:7qEHsqek33rTcFNT9PFqLf,260,4,138,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
2024-01-04,86,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",10307415,The Heist,spotify:track:22skzmqfdWrjJylampe0kt,99,86,191,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d
2024-01-04,87,Take on Me,a-ha,10267499,Hunting High and Low,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,21,83,149,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53
2024-01-04,88,Locked out of Heaven,Bruno Mars,10258198,Unorthodox Jukebox,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,82,39,151,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
2024-01-04,89,Without Me,Eminem,10238854,The Eminem Show,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,119,31,135,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
2024-01-04,90,Heartless,Kanye West,10174728,808s & Heartbreak,spotify:track:4EWCNWgDS8707fNSZ1oaA5,26,90,153,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
2024-01-04,91,Save Your Tears,The Weeknd,10061366,After Hours,spotify:track:5QO79kh1waicV47BqGRL3g,155,2,150,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
2024-01-04,92,Counting Stars,OneRepublic,10048632,Native,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,142,92,162,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb
2024-01-04,93,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",10001833,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,16,5,197,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-01-04,94,Mr. Brightside,The Killers,9948722,Hot Fuss,spotify:track:003vvx7Niy0yvhvHt4a68B,119,94,-1,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
2024-01-04,95,Apocalypse,Cigarettes After Sex,9854300,Cigarettes After Sex,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,77,89,154,https://i.scdn.co/image/ab67616d0000b273dfed999f959177dfc4f33cdc
2024-01-04,96,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",9808894,Cold Heart (PNAU Remix),spotify:track:6JIC3hbC28JZKZ8AlAqX8h,120,4,-1,https://i.scdn.co/image/ab67616d0000b2739f5cce8304c42d3a5463fd23
2024-01-04,97,You’re Losing Me (From The Vault),Taylor Swift,9807132,You're Losing Me (From The Vault),spotify:track:3CWq0pAKKTWb0K4yiglDc4,6,14,155,https://i.scdn.co/image/ab67616d0000b2734fe1868aa6838eb595f3673a
2024-01-04,98,One Dance,"Drake, Wizkid, Kyla",9803339,Views,spotify:track:1zi7xx7UVEFkmKfv06H8x0,175,12,186,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
2024-01-04,99,ANDO,"Jere Klein, Gittobeatz",9773453,ANDO,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,5,99,158,https://i.scdn.co/image/ab67616d0000b273b202099659d26bd5b144d02d
2024-01-04,100,Let's Go 4,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",9750709,Let's Go 4,spotify:track:2InS5VWKJQbsFBKOsf1cJB,16,85,146,https://i.scdn.co/image/ab67616d0000b273a2ab8a2b4cbbf685827eb835
2024-01-11,1,La Diabla,Xavi,34195950,La Diabla,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,5,1,2,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
2024-01-11,2,greedy,Tate McRae,34059012,greedy,spotify:track:3rUGC1vUpkDG9CZFHMur1t,17,1,1,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2024-01-11,3,Lovin On Me,Jack Harlow,32055608,Lovin On Me,spotify:track:4xhsWYTOGcal8zt0J161CU,9,3,3,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
2024-01-11,4,Cruel Summer,Taylor Swift,28511866,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,49,2,4,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-01-11,5,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",27400991,The Idol Episode 4 (Music from the HBO Original Series),spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,14,5,6,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-01-11,6,My Love Mine All Mine,Mitski,27354041,The Land Is Inhospitable and So Are We,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,16,3,5,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-01-11,7,Stick Season,Noah Kahan,24788155,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,14,7,11,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-01-11,8,La Víctima,Xavi,23066551,NEXT,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,7,8,9,https://i.scdn.co/image/ab67616d0000b273de88a62b44d6c0b2dda333a3
2024-01-11,9,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",22294951,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,26,1,7,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-01-11,10,Paint The Town Red,Doja Cat,22034792,Paint The Town Red,spotify:track:56y1jOTK0XSvJzVv9vHQBK,23,1,8,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
2024-01-11,11,LUNA,"Feid, ATL Jacob",21652729,FERXXOCALIPSIS,spotify:track:7bywjHOc0wSjGGbj04XbVi,5,11,18,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-01-11,12,BELLAKEO,"Peso Pluma, Anitta",20997062,BELLAKEO,spotify:track:05WVKTdZhlIMX4qqMLuo0f,5,10,10,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
2024-01-11,13,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",20428615,Popular (Music from the HBO Original Series),spotify:track:6WzRpISELf3YglGAh7TXcG,32,13,21,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
2024-01-11,14,Strangers,Kenya Grace,20024519,Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,19,4,13,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-01-11,15,I Wanna Be Yours,Arctic Monkeys,19970377,AM,spotify:track:5XeFesFbtLpXzIVDNQP22n,79,15,17,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-01-11,16,Water,Tyla,19677995,Water,spotify:track:5aIVCx5tnk0ntmdiinnYvw,16,12,12,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
2024-01-11,17,PERRO NEGRO,"Bad Bunny, Feid",19476456,nadie sabe lo que va a pasar mañana,spotify:track:7iQXYTyuG13aoeHxGG28Nh,13,4,14,https://i.scdn.co/image/ab67616d0000b2732ea1f035463d11e1fc3b193d
2024-01-11,18,Standing Next to You,Jung Kook,19381222,GOLDEN,spotify:track:2KslE17cAJNHTsI2MI0jb2,10,1,16,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-01-11,19,QLONA,"KAROL G, Peso Pluma",18450452,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:5RqSsdzTNPX1uzkmlHCFvK,22,5,15,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
