date,rank,track_name,artist,streams,album_name,track_uri,weeks_on_chart,peak_rank,previous_rank,album_cover_url
2024-02-08,36,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",15986762,Zach Bryan,spotify:track:4KULAymBBJcPRpk1yO4dOG,24,20,33,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-02-08,37,Snooze,SZA,15970872,SOS,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,59,32,77,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-02-08,38,When I Was Your Man,Bruno Mars,15866628,Unorthodox Jukebox,spotify:track:0B7wvvmu9EISAwZnOpjhNI,75,38,81,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
2024-02-08,39,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",15749843,Que Onda,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,23,16,29,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
2024-02-08,40,Riptide,Vance Joy,15668957,Dream Your Life Away,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,156,30,32,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
2024-02-08,41,Yellow,Coldplay,15640798,Parachutes,spotify:track:3AJwUDP919kvQ9QcozQPxg,164,36,36,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a
2024-02-08,42,FIRST LOVE,"Oscar Ortiz, Edgardo Nuñez",15535905,FIRST LOVE,spotify:track:3QQAeMQbbjZXVFbF8DgFWT,4,41,41,https://i.scdn.co/image/ab67616d0000b273e47439187384e475312992b9
2024-02-08,43,Just the Way You Are,Bruno Mars,15526240,Doo-Wops & Hooligans,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,58,43,93,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0
2024-02-08,44,Daylight,David Kushner,15473208,The Dichotomy,spotify:track:1odExI7RdWc4BT515LTAwj,43,5,39,https://i.scdn.co/image/ab67616d0000b273d010d5f2882bad368ee24403
2024-02-08,45,Standing Next to You,Jung Kook,15410203,GOLDEN,spotify:track:2KslE17cAJNHTsI2MI0jb2,14,1,47,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-02-08,46,LA FALDA,Myke Towers,15322137,LVEU: VIVE LA TUYA...NO LA MIA,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,6,46,67,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
2024-02-08,47,HARLEY QUINN,"Fuerza Regida, Marshmello",14813785,Pa las Baby's Y Belikeada,spotify:track:6CvTEtGagmzQvkUzzyKR9k,15,11,44,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
2024-02-08,48,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",14766125,For All The Dogs,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,17,28,42,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
2024-02-08,49,Kill Bill,SZA,14652994,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,61,1,55,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-02-08,50,Prada,"cassö, RAYE, D-Block Europe",14308489,Prada,spotify:track:59NraMJsLaMCVtwXTSia8i,25,17,46,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
2024-02-08,51,Blinding Lights,The Weeknd,14063604,After Hours,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,219,1,52,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
2024-02-08,52,Agora Hills,Doja Cat,14051030,Scarlet,spotify:track:5PyDJG7SQRgWXefgexqIge,20,16,48,https://i.scdn.co/image/ab67616d0000b27394203dd82d27b494c777d07c
2024-02-08,53,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",13882201,The Forever Story (Extended Version),spotify:track:1udwFobQ1JoOdWPQrp2b6u,12,34,45,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092
2024-02-08,54,Según Quién,"Maluma, Carin Leon",13789018,Don Juan,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,21,17,51,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
2024-02-08,55,Si No Estás,iñigo quintero,13767533,Si No Estás,spotify:track:2HafqoJbgXdtjwCOvNEF14,20,1,40,https://i.scdn.co/image/ab67616d0000b273c0a5c14b34a02f242af03359
2024-02-08,56,HISS,Megan Thee Stallion,13707553,HISS,spotify:track:79AHPJd8upvNxyK2qQcY8J,2,35,35,https://i.scdn.co/image/ab67616d0000b27335993e45901b3c25d2c5c0e8
2024-02-08,57,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",13684422,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,21,5,71,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-02-08,58,Anti-Hero,Taylor Swift,13629187,Midnights,spotify:track:0V3wPSX9ygBnCm8psDIegu,68,1,90,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
2024-02-08,59,Die For You,The Weeknd,13627807,Starboy,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,104,12,50,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
2024-02-08,60,Someone You Loved,Lewis Capaldi,13558537,Divinely Uninspired To A Hellish Extent,spotify:track:7qEHsqek33rTcFNT9PFqLf,265,4,60,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
2024-02-08,61,Dance The Night - From Barbie The Album,Dua Lipa,13520191,Dance The Night (From Barbie The Album),spotify:track:1vYXt7VSjH9JIM5oRRo7vA,37,5,49,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
2024-02-08,62,Lover,Taylor Swift,13331018,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,53,2,70,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-02-08,63,Feather,Sabrina Carpenter,13274853,emails i can’t send fwd:,spotify:track:2Zo1PcszsT9WQ0ANntJbID,10,34,43,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827
2024-02-08,64,Sweater Weather,The Neighbourhood,13122566,I Love You.,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,180,19,53,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
2024-02-08,65,Bling-Bang-Bang-Born,Creepy Nuts,13051129,Bling-Bang-Bang-Born,spotify:track:0kdqcbwei4MDWFEX5f33yG,4,57,57,https://i.scdn.co/image/ab67616d0000b2733f6de9c0ca2148edf20daa6b
2024-02-08,66,Another Love,Tom Odell,13026453,Long Way Down (Deluxe),spotify:track:7jtQIBanIiJOMS6RyCx6jZ,148,15,56,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
2024-02-08,67,I KNOW ?,Travis Scott,13016612,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,28,14,65,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-02-08,68,Una Foto Remix (feat. Emilia),"Mesita, Nicki Nicole, Tiago PZK, Emilia",12781512,Una Foto Remix (feat. Emilia),spotify:track:1kqH58eGh2ZTOHwqBIB2tM,4,58,58,https://i.scdn.co/image/ab67616d0000b2735657399a68609589f5709e8d
2024-02-08,69,fukumean,Gunna,12591629,a Gift & a Curse,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,34,9,66,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
2024-02-08,70,Pink + White,Frank Ocean,12489197,Blonde,spotify:track:3xKsf9qdS1CyvXSMEid6g8,38,69,69,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
2024-02-08,71,exes,Tate McRae,12475891,THINK LATER,spotify:track:4E63weMCaNZuGPEFMnuEi8,12,26,68,https://i.scdn.co/image/ab67616d0000b27377eb7a5b9367de79c3b92a49
2024-02-08,72,cardigan,Taylor Swift,12427614,folklore,spotify:track:4R2kfaDFhslZEMJqAFNpdd,59,1,98,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
2024-02-08,73,Locked out of Heaven,Bruno Mars,12422771,Unorthodox Jukebox,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,87,39,64,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
2024-02-08,74,One Dance,"Drake, Wizkid, Kyla",12405754,Views,spotify:track:1zi7xx7UVEFkmKfv06H8x0,180,12,62,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
2024-02-08,75,Alucin,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",12394837,Alucin,spotify:track:6ED7qim1NAX1HjNU8039WS,6,60,61,https://i.scdn.co/image/ab67616d0000b273086a84a764dc341262487967
2024-02-08,76,ONE CALL,Rich Amiri,12194700,Ghetto Fabulous,spotify:track:69phA1R4gmQsBFRQ3INW8C,2,76,182,https://i.scdn.co/image/ab67616d0000b2732c2ada65af543cc22f7676d2
2024-02-08,77,Every Breath You Take,The Police,12041387,Synchronicity (Remastered 2003),spotify:track:1JSTJqkT5qHq8MDJnJbRE1,113,77,101,https://i.scdn.co/image/ab67616d0000b273c8e97cafeb2acb85b21a777e
2024-02-08,78,Viva La Vida,Coldplay,11916654,Viva La Vida or Death and All His Friends,spotify:track:1mea3bSkSGXuIRvnydlB5b,76,57,63,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
2024-02-08,79,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,11862757,1989 (Taylor's Version),spotify:track:1Iq8oo9XkmmvCQiGOfORiz,15,1,82,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
2024-02-08,80,Columbia,Quevedo,11834553,Columbia,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,31,7,74,https://i.scdn.co/image/ab67616d0000b2730483b3a4d787ce510915fe3b
2024-02-08,81,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",11687456,Flower Boy,spotify:track:7KA4W4McWYRpgf0fWsJZWB,50,16,73,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
2024-02-08,82,I'm Good (Blue),"David Guetta, Bebe Rexha",11560027,I'm Good (Blue),spotify:track:4uUG5RXrOk84mYEfFvj3cK,76,2,76,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
2024-02-08,83,BANDIT,Don Toliver,11547775,HARDSTONE PSYCHO,spotify:track:7sTyAjxDXq9afwfSQy6D0s,1,83,-1,https://i.scdn.co/image/ab67616d0000b273c800e1a4a237cf8f085183c5
2024-02-08,84,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",11447285,El Comienzo,spotify:track:0O3U5iwTbiXCREMkvotJuN,27,47,59,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
2024-02-08,85,MY EYES,Travis Scott,11444339,UTOPIA,spotify:track:4kjI1gwQZRKNDkw1nI475M,13,15,114,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-02-08,86,Love Me Again,V,11413806,Layover,spotify:track:2N0SPREDYqILVEFSsWF5N5,26,11,89,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
2024-02-08,87,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",11402549,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),spotify:track:0RiRZpuVRbi7oqRdSMwhQY,270,1,86,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f
2024-02-08,88,Poco A Poco,"Xavi, Los Dareyes De La Sierra",11369645,NEXT,spotify:track:4loIMejzvt11s97SGVEat8,7,69,85,https://i.scdn.co/image/ab67616d0000b273de88a62b44d6c0b2dda333a3
2024-02-08,89,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",11354278,3D : The Remixes,spotify:track:01qFKNWq73UfEslI0GvumE,19,3,95,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
2024-02-08,90,LALA,Myke Towers,11318426,LA VIDA ES UNA,spotify:track:7ABLbnD53cQK00mhcaOUVG,32,1,87,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
2024-02-08,91,Apocalypse,Cigarettes After Sex,11288132,Cigarettes After Sex,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,82,81,91,https://i.scdn.co/image/ab67616d0000b273dfed999f959177dfc4f33cdc
2024-02-08,92,Whatever,"Kygo, Ava Max",11238266,Whatever,spotify:track:0LMwmV37RCmBO2so0szAFs,3,92,96,https://i.scdn.co/image/ab67616d0000b2734d914470ab899815f103f5cc
2024-02-08,93,Iris,The Goo Goo Dolls,11204208,Dizzy up the Girl,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,28,93,155,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
2024-02-08,94,Heartless,Kanye West,11141077,808s & Heartbreak,spotify:track:4EWCNWgDS8707fNSZ1oaA5,31,76,84,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
2024-02-08,95,I Ain't Worried,OneRepublic,11127712,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",spotify:track:4fYte8ZvTK14NEhAOZocBi,88,7,83,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
2024-02-08,96,lovely (with Khalid),"Billie Eilish, Khalid",11070577,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,303,24,105,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c
2024-02-08,97,La Intención,"Christian Nodal, Peso Pluma",10966050,La Intención,spotify:track:05tGmdz9dVZ4yGqz4YJdPK,2,97,100,https://i.scdn.co/image/ab67616d0000b2732adc67663c45fdbbbd049fa9
2024-02-08,98,MONACO,Bad Bunny,10842268,nadie sabe lo que va a pasar mañana,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,17,1,79,https://i.scdn.co/image/ab67616d0000b2732ea1f035463d11e1fc3b193d
2024-02-08,99,Counting Stars,OneRepublic,10729339,Native,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,147,86,97,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb
2024-02-08,100,I Love You So,The Walters,10723619,I Love You So,spotify:track:4SqWKzw0CbA05TGszDgMlc,91,21,109,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
2024-02-15,1,Beautiful Things,Benson Boone,37091551,Fireworks & Rollerblades,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,4,1,3,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
2024-02-15,2,La Diabla,Xavi,34460045,La Diabla,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,10,1,1,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
2024-02-15,3,greedy,Tate McRae,32367995,greedy,spotify:track:3rUGC1vUpkDG9CZFHMur1t,22,1,2,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
2024-02-15,4,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign",32277135,VULTURES 1,spotify:track:3w0w2T288dec0mgeZZqoNN,1,4,-1,https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,5,Cruel Summer,Taylor Swift,31799436,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,54,2,5,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-02-15,6,Stick Season,Noah Kahan,28608645,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,19,6,7,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
2024-02-15,7,My Love Mine All Mine,Mitski,28369573,The Land Is Inhospitable and So Are We,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,21,3,6,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
2024-02-15,8,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",27892810,The Idol Episode 4 (Music from the HBO Original Series),spotify:track:1VNWdmXSbaNrnWod10WIL0,19,3,4,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
2024-02-15,9,LUNA,"Feid, ATL Jacob",26053293,FERXXOCALIPSIS,spotify:track:7bywjHOc0wSjGGbj04XbVi,10,9,10,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
2024-02-15,10,redrum,21 Savage,25949317,american dream,spotify:track:52eIcoLUM25zbQupAZYoFh,5,8,8,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
2024-02-15,11,Lovin On Me,Jack Harlow,25076915,Lovin On Me,spotify:track:4xhsWYTOGcal8zt0J161CU,14,3,9,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
2024-02-15,12,Lose Control,Teddy Swims,24491773,I've Tried Everything But Therapy (Part 1),spotify:track:17phhZDn6oGtzMe56NuWvj,14,12,12,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
2024-02-15,13,Praise Jah In The Moonlight,YG Marley,22368908,Praise Jah In The Moonlight,spotify:track:3h5TiWTqGxjSjFrbruPFH9,3,13,18,https://i.scdn.co/image/ab67616d0000b273e64dfe3a0308d716878ce464
2024-02-15,14,La Víctima,Xavi,22351002,NEXT,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,12,8,15,https://i.scdn.co/image/ab67616d0000b273de88a62b44d6c0b2dda333a3
2024-02-15,15,"yes, and?",Ariana Grande,21027882,eternal sunshine,spotify:track:7gaA3wERFkFkgivjwbSvkG,5,1,11,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
2024-02-15,16,Flowers,Miley Cyrus,20884069,Endless Summer Vacation,spotify:track:7DSAEUvxU8FajXtRloy8M0,57,1,27,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
2024-02-15,17,FUK SUMN,"¥$, Kanye West, Ty Dolla $ign",20785329,VULTURES 1,spotify:track:5tEaVciE2GnR28aN6W9cLS,1,17,-1,https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,18,I Wanna Be Yours,Arctic Monkeys,20140890,AM,spotify:track:5XeFesFbtLpXzIVDNQP22n,84,15,20,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
2024-02-15,19,Unwritten,Natasha Bedingfield,20079723,Unwritten,spotify:track:3U5JVgI2x4rDyHGObzJfNf,5,17,17,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
2024-02-15,20,Popular (with Playboi Carti & Madonna),"The Weeknd, Playboi Carti, Madonna",19854985,Popular (Music from the HBO Original Series),spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,37,12,13,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
2024-02-15,21,BURN,"¥$, Kanye West, Ty Dolla $ign",19646355,VULTURES 1,spotify:track:04CyMEHliadfQWMUJb1w99,1,21,-1,https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,22,TALKING,"¥$, Kanye West, Ty Dolla $ign",19503365,VULTURES 1,spotify:track:1eaqMiiUn2P7MnqJK4XeK0,1,22,-1,https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,23,PERRO NEGRO,"Bad Bunny, Feid",19029116,nadie sabe lo que va a pasar mañana,spotify:track:7iQXYTyuG13aoeHxGG28Nh,18,4,19,https://i.scdn.co/image/ab67616d0000b2732ea1f035463d11e1fc3b193d
2024-02-15,24,BACK TO ME,"¥$, Kanye West, Ty Dolla $ign",19028110,VULTURES 1,spotify:track:1icgLGTpX2fQXKRe4D7w2b,1,24,-1, https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,25,Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",18691205,ORQUÍDEAS,spotify:track:6XaJfhwof7qIgbbXO5tIQI,5,11,14,https://i.scdn.co/image/ab67616d0000b273b968625b03ec59b30b48e9c3
2024-02-15,26,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",18288759,GOLDEN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,31,1,23,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-02-15,27,Houdini - Dua Lipa,Dua Lipa,18191510,Radical Optimism,spotify:track:4OMJGnvZfDvsePyCwRGO7X,14,6,21,https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1
2024-02-15,28,QLONA,"KAROL G, Peso Pluma",18068047,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:5RqSsdzTNPX1uzkmlHCFvK,27,5,31,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
2024-02-15,29,Strangers,Kenya Grace,18039709,Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,24,4,25,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
2024-02-15,30,STARS,"¥$, Kanye West, Ty Dolla $ign",17876674,VULTURES 1,spotify:track:347AQK5Lyhn6RvB8tBGYxt,1,30,-1,https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,31,TEXAS HOLD 'EM,Beyoncé,17770893,TEXAS HOLD 'EM,spotify:track:7AYmToZ5y67fBjq4RLFbuq,1,31,-1,https://i.scdn.co/image/ab67616d0000b27349188fe723e4734b391f5162
2024-02-15,32,Murder On The Dancefloor,Sophie Ellis-Bextor,17605889,Read My Lips (Deluxe Version),spotify:track:4tKGFmENO69tZR9ahgZu48,7,13,16,https://i.scdn.co/image/ab67616d0000b273b736151ed1c04f2d41d5f69e
2024-02-15,33,Starboy,"The Weeknd, Daft Punk",17418745,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,176,1,32,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2024-02-15,34,LA FALDA,Myke Towers,17269435,LVEU: VIVE LA TUYA...NO LA MIA,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,7,34,46,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
2024-02-15,35,vampire,Olivia Rodrigo,17201364,GUTS,spotify:track:1kuGVB7EU95pJObxwvfwKS,33,1,30,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
2024-02-15,36,Never Lose Me,Flo Milli,17161427,"Fine Ho, Stay",spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,5,25,26,https://i.scdn.co/image/ab67616d0000b27390a00067d70bfab568ca27f4
2024-02-15,37,BELLAKEO,"Peso Pluma, Anitta",17038565,BELLAKEO,spotify:track:05WVKTdZhlIMX4qqMLuo0f,10,10,24,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
2024-02-15,38,TUTA GOLD,Mahmood,16956393,TUTA GOLD,spotify:track:654Jxp6rUFgPckixlIusRJ,1,38,-1,https://i.scdn.co/image/ab67616d0000b27322aa3408a990edf3bdabd676
2024-02-15,39,Snooze,SZA,16785065,SOS,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,60,32,37,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2024-02-15,40,Paint The Town Red,Doja Cat,16622199,Paint The Town Red,spotify:track:56y1jOTK0XSvJzVv9vHQBK,28,1,28,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
2024-02-15,41,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,16612148,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,31,3,29,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
2024-02-15,42,The Night We Met,Lord Huron,16435766,Strange Trails,spotify:track:3hRV0jL3vUpRrcy398teAU,69,30,33,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
2024-02-15,43,Water,Tyla,16202351,Water,spotify:track:5aIVCx5tnk0ntmdiinnYvw,21,12,34,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
2024-02-15,44,Just the Way You Are,Bruno Mars,15907942,Doo-Wops & Hooligans,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,59,43,43,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0
2024-02-15,45,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",15624980,Que Onda,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,24,16,39,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
2024-02-15,46,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",15552075,Zach Bryan,spotify:track:4KULAymBBJcPRpk1yO4dOG,25,20,36,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
2024-02-15,47,Kill Bill,SZA,15488909,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,62,1,49,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
2024-02-15,48,"Young Miko: Bzrp Music Sessions, Vol. 58","Bizarrap, Young Miko",15451546,"Young Miko: Bzrp Music Sessions, Vol. 58",spotify:track:6VciS3dRMpZhJiDxT8ArFi,5,12,22,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05
2024-02-15,49,Standing Next to You,Jung Kook,15321265,GOLDEN,spotify:track:2KslE17cAJNHTsI2MI0jb2,15,1,45,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
2024-02-15,50,"I P’ ME, TU P’ TE","Geolier, Michelangelo",15236142,"I P’ ME, TU P’ TE",spotify:track:3j1453KrdHjw7y4gnBj7nF,1,50,-1,https://i.scdn.co/image/ab67616d0000b2736160e0b4c4bb1bd00add6c60
2024-02-15,51,PAID,"¥$, Kanye West, Ty Dolla $ign",15158082,VULTURES 1,spotify:track:2y4ZR0BUAVePljHSsZyIgj,1,51,-1,https://i.scdn.co/image/ab67616d0000b2739c654f315df05ae7c6ec8980
2024-02-15,52,Riptide,Vance Joy,15123402,Dream Your Life Away,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,157,30,40,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
2024-02-15,53,As It Was,Harry Styles,14939730,Harry's House,spotify:track:4Dvkj6JhhA12EX05fT7y2e,98,1,35,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
2024-02-15,54,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",14925198,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,22,5,57,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
2024-02-15,55,Lover,Taylor Swift,14833804,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,54,2,62,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
2024-02-15,56,Daylight,David Kushner,14677771,The Dichotomy,spotify:track:1odExI7RdWc4BT515LTAwj,44,5,44,https://i.scdn.co/image/ab67616d0000b273d010d5f2882bad368ee24403
